rf1,gwl1,rf2,gwl2,rf3,gwl3,rf4,gwl4,rf5,gwl5,rf6,gwl6,rf7,gwl7,rf8,gwl8,rf9,gwl9,rf10,gwl10,rf11,gwl11,rf12,gwl12,Inflow
0.0,9.470513,0.84,8.964523,0.11,9.267317,0.0,8.982373,1.77,8.851159,0.64,8.927922,0.94,8.666308,0.0,9.099167,3.25,9.156088,3.95,8.82476,12.18,9.092237,2.4,9.216593,2.1198220739505143
0.0,9.554121,0.0,8.943337,0.0,9.393146,0.0,9.193812,0.0,8.999283,0.0,8.884054,0.0,9.457192,0.0,9.701479,0.0,9.363308,0.36,9.162973,0.0,9.19307,0.0,9.353569,1.0529608006672229
0.0,9.645596,0.0,9.362155,0.0,9.481187,0.0,9.23043,0.0,9.0672035,0.55,8.861974,0.49,9.877476,0.0,9.823853,0.0,9.458117,0.0,9.28219,0.0,9.172617,0.0,9.373247,1.2885738115095913
0.24,9.7360735,10.99,8.973413,2.16,9.484981,2.86,9.146078,3.62,8.996152,9.83,8.943773,9.16,8.66955,6.59,8.986857,5.18,9.069541,0.93,9.320147,5.38,9.05263,5.14,9.169643,0.5970252988601613
0.0,9.835602,4.9,8.923468,0.76,9.547235,0.32,9.119185,0.0,9.000164,5.53,8.880759,6.15,8.636469,0.66,9.218985,0.13,9.087428,0.36,9.40829,0.39,9.143031,0.0,9.279485,1.0418404225743676
0.9,9.85575,6.32,8.889119,1.83,9.557927,1.41,9.160059,1.6,9.081641,8.98,8.621135,11.75,8.342351,3.41,9.046881,9.62,9.028711,15.07,8.907204,12.09,9.070675,10.4,9.0522,1.6416458159577425
3.13,9.673513,7.38,8.895573,5.31,9.528552,3.37,9.174894,5.78,9.374538,9.65,8.244224,17.75,8.522516,5.93,8.874522,8.74,8.967597,11.12,8.771638,12.59,9.027394,15.57,9.043265,1.5749235474006114
6.64,9.800776,19.72,8.303443,13.02,10.396666,13.86,10.027567,26.68,9.678299,34.06,7.099397,31.85,8.315201,8.45,8.80268,22.65,8.528878,5.58,8.696819,13.75,8.813662,2.78,9.054767,0.9938837920489296
11.48,10.351604,1.87,8.726984,4.89,10.021381,0.14,9.556864,2.51,9.576009,1.69,7.8178296,11.87,8.156209,0.73,9.172951,3.83,8.893158,12.43,8.8160305,6.04,8.916174,18.42,8.881472,1.4609396719488463
0.0,10.0845375,1.58,8.904549,0.72,9.933496,1.09,9.501654,8.73,9.745907,1.83,8.2296095,4.16,8.651304,1.6,9.130924,4.46,8.962597,4.64,8.722191,0.3,9.006202,4.38,8.928815,1.1016124548234638
0.0,9.992774,1.32,8.984518,0.81,9.819248,0.0,9.29991,0.0,9.54865,1.71,8.6631775,6.7,8.279332,0.35,9.256101,1.56,9.049594,4.16,8.725997,3.5,9.059827,4.05,8.985398,1.6479010286349738
0.0,10.003163,0.0,8.936766,0.12,9.831882,0.0,9.297358,0.0,9.409992,0.0,9.007733,0.97,8.940697,0.0,9.31857,0.0,9.052261,0.36,9.14947,0.0,9.187968,0.0,9.2328415,1.1523491798721155
0.0,10.191477,0.0,9.177152,0.0,10.05381,0.0,9.606073,0.0,9.011646,0.0,9.159712,0.48,9.083004,0.0,9.493368,0.0,9.090012,0.36,9.195499,0.0,9.163018,0.0,9.243374,0.5865999443981096
1.16,10.26007,0.87,9.204401,0.98,10.100105,0.0,9.703561,0.0,9.185275,0.34,9.131412,2.1,9.252537,0.22,9.474799,0.15,9.355277,10.95,8.86509,2.62,9.101236,1.19,9.223539,0.3183208229079789
0.0,10.478613,0.0,9.334733,0.0,10.280446,0.0,9.815026,0.0,9.433281,0.0,9.1525755,0.0,9.773924,0.0,9.539646,0.19,9.591826,0.98,9.146711,0.9,9.095408,1.89,9.192112,0.0500417014178482
0.0,10.560764,0.0,9.411971,0.0,10.389848,0.0,9.911949,0.0,9.481056,0.0,9.184787,0.0,10.269534,0.0,9.509197,0.0,9.627093,0.0,9.25823,0.0,9.114904,0.0,9.222687,1.7319988879621908
0.0,10.642943,0.0,9.406623,0.0,10.487768,0.0,10.01836,0.0,9.537181,0.0,9.157696,0.0,10.338664,0.0,9.459974,0.0,9.58975,0.0,9.293362,0.0,9.112402,0.0,9.188603,2.0704753961634697
0.0,10.71782,0.0,9.402505,0.0,10.577911,0.0,10.128492,0.0,9.601181,0.0,9.1301775,0.0,10.3460655,0.0,9.409289,0.0,9.556644,0.36,9.306978,0.0,9.128141,0.0,9.163987,1.2076035585209897
0.78,10.604546,0.0,9.425044,0.0,10.676917,0.0,10.24618,0.0,9.674735,0.0,9.113544,0.0,10.3574295,0.0,9.364162,0.0,9.528495,0.0,9.566363,0.0,9.224136,0.0,9.157106,0.3447317208785098
0.0,10.795942,0.86,9.260532,0.4,10.669567,0.0,10.364632,0.0,9.757571,0.64,8.969769,3.28,9.341335,0.34,9.224519,1.6,9.142647,5.35,9.179689,2.5,8.901324,2.47,9.013403,0.459873969048281
8.97,9.633621,16.76,8.942503,13.87,10.18144,10.35,10.606892,9.32,10.522743,15.47,8.788015,23.2,9.083824,8.69,9.026194,6.7,8.954292,7.16,9.055361,2.45,8.933008,5.49,9.026133,0.5750162172180521
0.0,10.193986,0.0,8.860033,0.0,10.105745,0.0,10.033579,0.0,9.560086,0.0,8.937773,0.0,9.260469,0.0,9.048317,0.0,8.757875,0.0,9.250216,0.0,8.874526,0.0,9.016501,0.6901584653878232
0.0,10.319727,0.0,8.898823,0.0,10.184868,0.0,10.094138,0.0,9.631683,0.55,9.005864,0.0,9.248233,0.0,9.003262,0.0,8.727416,0.0,9.237831,0.0,8.858674,0.0,8.971185,0.8951904364748401
0.0,10.49734,0.0,8.874373,0.0,10.332283,0.0,10.234343,0.0,9.762872,0.0,9.016411,0.0,9.228082,0.0,8.948412,0.0,8.792175,0.0,9.215907,0.0,8.872803,0.0,8.925049,1.100222407561857
0.0,10.678841,0.0,8.725446,0.0,10.547989,0.0,10.445526,0.0,9.9428215,0.0,9.006561,0.0,9.204832,0.0,8.904484,0.0,9.018899,0.0,9.225647,0.0,8.977132,0.0,8.897821,1.0293299972199057
0.0,11.0624695,0.0,9.355869,0.0,11.0217705,0.0,10.885739,0.0,10.256008,0.0,9.0158825,0.0,9.965616,0.0,9.098467,0.0,9.378171,0.0,9.399863,0.0,9.073643,0.0,8.957707,0.2196274673338893
0.0,11.098759,0.0,9.344071,0.0,11.075401,0.0,10.995412,0.0,10.381942,0.0,8.996359,0.0,9.88262,0.0,9.059005,0.0,9.362446,1.36,9.101816,0.0,9.053333,0.6,8.868913,0.4260494856825132
0.0,11.1350975,0.0,9.336644,0.0,11.126,0.0,11.093956,1.0,10.280014,0.0,8.991612,0.0,9.803329,0.0,9.028018,0.42,9.319644,0.36,9.129412,0.0,9.03793,0.0,8.868099,0.343341673616903
7.83,9.122166,1.79,8.977883,5.06,9.456467,0.0,11.187328,0.0,10.555222,0.0,8.963768,0.0,9.730099,0.0,9.001132,0.0,9.296809,0.0,9.11957,0.0,9.026886,0.0,8.855474,0.9014456491520711
0.0,10.288542,0.0,9.07572,0.0,10.67867,0.0,11.268397,0.0,10.671289,0.0,8.940481,0.0,9.661252,0.0,8.978917,0.0,9.307192,0.36,9.056275,0.0,9.019842,0.0,8.849878,0.991103697525716
0.0,10.446268,0.0,9.1436205,0.0,10.79614,0.0,11.340834,0.0,10.786106,0.28,8.872888,0.4,9.550397,0.0,8.962008,0.0,9.323748,0.0,9.062445,0.0,9.017467,0.0,8.848316,1.0807617458993606
0.26,10.528176,0.0,9.215954,0.56,10.727012,0.0,11.403925,0.0,10.89801,0.25,8.847641,3.23,8.852409,0.17,8.9214325,0.0,9.344872,0.0,9.085214,0.0,9.019137,0.34,8.83622,0.7735613010842369
0.0,10.798185,0.0,9.293146,0.0,10.991723,0.0,11.463336,0.0,11.027806,0.0,8.844448,0.0,9.11267,0.0,8.925183,0.0,9.383428,0.0,9.068616,0.0,9.025263,0.0,8.841133,0.5879899916597163
0.0,11.227715,0.0,9.420941,0.0,11.260667,0.0,11.516371,0.0,11.113694,0.0,8.841104,0.0,9.16404,0.0,8.92829,0.0,9.410345,0.0,9.043123,0.0,9.036273,0.0,8.84961,0.8868501529051988
0.0,11.258434,0.0,9.468788,0.0,11.302761,0.0,11.568786,0.0,11.197971,0.0,8.841333,0.0,9.216374,0.0,8.938535,0.0,9.453057,0.0,9.022249,0.0,9.056692,0.0,8.865857,0.5070197386711148
0.0,11.292296,0.0,9.536004,0.0,11.347035,0.0,11.620279,0.0,11.269863,0.0,8.848911,0.0,9.286606,0.0,8.953746,0.0,9.498002,0.0,8.999048,0.0,9.075582,0.0,8.881188,0.1271893244370308
0.0,11.331701,0.0,9.614121,0.0,11.402377,0.0,11.664176,0.0,11.33305,0.0,8.854509,0.0,9.399798,0.0,8.978251,0.0,9.551479,0.0,8.978872,0.0,9.098399,0.0,8.901476,0.2231025854879066
0.0,11.35676,0.0,9.709831,0.0,11.430146,0.0,11.707366,0.0,11.392241,0.0,8.853402,0.0,9.387554,0.0,9.003621,0.0,9.616794,0.0,8.961126,0.0,9.1259775,0.0,8.92089,0.2811370586599944
0.0,11.383845,0.0,9.82681,0.0,11.459782,0.0,11.752803,0.0,11.447595,0.0,8.855361,0.0,9.383163,0.0,9.037076,0.0,9.695306,0.0,8.946375,0.0,9.158744,0.0,8.943703,0.3391715318320823
0.0,11.410627,0.0,9.963049,0.0,11.489079,0.0,11.798573,0.0,11.500208,0.0,8.860602,0.0,9.38765,0.0,9.082145,0.0,9.790148,0.0,8.934466,0.0,9.197,0.0,8.970643,0.6331665276619406
0.0,11.438908,0.0,10.120083,0.0,11.519554,0.0,11.844714,0.0,11.551113,0.0,8.869364,0.0,9.40323,0.0,9.132886,0.0,9.896907,0.0,8.925643,0.0,9.241163,0.0,9.00197,0.1786210731164859
0.0,11.468716,0.0,10.295457,0.0,11.550879,0.0,11.890415,0.0,11.600496,0.0,8.881919,0.0,9.434059,0.0,9.193244,9.74,10.426607,36.86,7.872954,17.68,9.720592,5.14,9.659001,0.6074506533222128
0.0,11.49975,0.0,10.482529,0.0,11.583289,0.0,11.9375515,0.0,11.649656,0.0,8.898561,0.0,9.482955,0.0,9.264118,0.0,10.06451,0.36,8.282295,0.0,9.656235,0.0,9.337537,1.121768140116764
0.0,11.534296,0.0,10.676846,0.0,11.61908,0.0,11.988518,0.0,11.700456,0.0,8.919712,0.0,9.558244,0.0,9.34411,0.0,9.925957,0.0,8.575081,0.0,9.803791,0.0,9.318609,0.4823463997775924
0.0,11.5677,0.0,10.866261,0.0,11.65371,0.0,12.039993,0.0,11.750959,0.0,8.945467,0.0,9.6492195,0.0,9.429738,0.0,9.813883,0.0,8.829472,0.0,9.871216,0.0,9.292885,0.7812065610230747
0.0,11.603184,0.0,11.044264,0.0,11.689579,0.0,12.091907,0.0,11.803407,0.0,8.976213,0.0,9.76913,0.0,9.519693,0.0,9.906027,0.0,8.950869,0.0,9.755326,0.0,9.268635,0.0959132610508757
0.0,11.639029,0.0,11.208766,0.0,11.727051,0.0,12.148064,0.0,11.859396,0.0,9.01284,0.0,9.925953,0.0,9.6149235,0.0,10.450085,0.0,8.92377,0.0,9.306882,0.0,9.217372,0.6609674728940784
0.0,11.6745,0.0,11.359093,0.0,11.764297,0.0,12.203618,0.0,11.917825,0.0,9.057552,0.0,10.107407,0.0,9.686169,0.0,10.610864,0.0,8.927256,0.0,9.368311,0.0,9.276124,0.73185988323603
0.0,11.712239,0.0,11.478648,0.0,11.804025,0.0,12.260423,0.0,11.97853,0.0,9.10331,0.0,10.334482,0.0,9.743344,0.0,10.771314,0.0,8.920628,0.0,9.4363365,0.0,9.337723,0.4524603836530442
0.0,11.749396,0.0,11.58293,0.0,11.842255,0.0,12.318625,0.0,12.04486,0.0,9.15308,0.0,10.535474,0.0,9.779077,0.0,10.931082,0.0,8.918077,0.0,9.507766,0.0,9.4011545,0.6227411731998888
0.0,11.787837,0.0,11.678279,0.0,11.883129,0.0,12.380517,0.0,12.108648,0.0,9.208358,0.0,10.738502,0.0,9.7900915,0.0,11.077704,0.0,8.919876,0.0,9.581877,0.0,9.469123,0.2050319710870169
0.0,11.827947,0.0,11.776114,0.0,11.925394,0.0,12.443304,0.0,12.182167,0.0,9.270037,0.0,10.96047,0.0,9.771931,0.0,11.226299,0.0,8.926181,0.0,9.665177,0.0,9.525973,0.1132888518209619
0.0,11.867769,0.0,11.882109,0.0,11.963235,0.0,12.494896,0.0,12.247532,0.0,9.330745,0.0,11.10992,0.0,9.742535,0.0,11.332464,0.0,8.9363785,0.0,9.723792,0.0,9.574633,0.0597720322490964
0.0,11.911608,0.0,11.980741,0.0,12.005449,0.0,12.55289,0.0,12.31992,0.0,9.392291,0.0,11.248441,0.0,9.701999,0.0,11.434525,0.0,8.951087,0.0,9.776511,0.0,9.615152,0.4072838476508201
0.0,11.950874,0.0,12.06567,0.11,11.994604,0.0,12.601963,0.0,12.382214,0.0,9.445549,0.89,10.591051,0.0,9.656131,0.0,11.521988,0.0,8.970807,0.0,9.8187065,0.0,9.644587,0.7547956630525438
0.0,11.997405,0.6,11.28605,0.16,11.996636,0.66,12.237823,12.22,9.306612,0.3,9.561651,1.29,9.979319,0.0,9.60223,5.13,9.479917,0.0,8.996719,0.0,9.849682,0.0,9.660557,0.0507367250486516
0.0,12.031871,0.0,11.926935,0.0,12.078882,0.0,12.5573015,0.0,10.535321,0.0,9.563216,0.0,10.898573,0.0,9.566169,0.0,9.923116,0.0,9.027458,0.0,9.867347,0.0,9.658642,0.5754795663052543
0.0,12.0630665,0.0,12.069826,0.0,12.119401,0.0,12.630005,0.0,10.713761,0.0,9.595239,0.0,11.096017,0.0,9.536868,0.0,10.171025,0.0,9.064221,0.0,9.870343,0.0,9.642479,0.5020387359836901
0.0,12.097828,0.0,12.218369,0.0,12.161242,0.0,12.704232,0.0,11.007403,0.0,9.62324,0.0,11.324619,0.0,9.516617,0.0,10.519308,0.0,9.108058,0.0,9.861668,0.0,9.61209,0.4285979056621258
0.0,12.124117,0.0,12.364301,0.0,12.19867,0.0,12.76798,0.0,11.43712,0.0,9.646074,0.0,11.642535,0.0,9.507908,0.0,10.948697,0.0,9.158066,0.0,9.844317,0.0,9.569029,0.3551570753405616
0.0,12.150356,0.0,12.573208,0.0,12.233372,0.0,12.853593,0.0,12.511513,0.0,9.661533,0.0,11.952118,0.0,9.511303,0.0,11.848383,0.0,9.215328,0.0,9.820451,0.0,9.514807,1.1085626911314983
0.0,12.175473,0.0,12.662487,0.0,12.259084,0.0,12.88777,0.0,12.561436,0.0,9.674554,0.0,12.075778,0.0,9.527173,0.0,11.916484,0.0,9.279526,0.0,9.793312,0.0,9.451868,0.1230191826522101
0.0,12.199545,0.0,12.752802,0.0,12.284596,0.0,12.922901,0.0,12.611856,0.0,9.678569,0.0,12.209804,0.0,9.556597,0.0,11.987573,0.0,9.350012,0.0,9.766363,0.0,9.382201,0.5198776758409787
0.0,12.223595,0.0,12.847561,0.0,12.309765,0.0,12.95685,0.0,12.663666,0.0,9.672857,0.0,12.357479,0.0,9.600189,0.0,12.06287,0.0,9.424829,0.0,9.743271,0.0,9.313171,0.4538504309146511
0.0,12.249357,0.0,12.94602,0.0,12.336672,0.0,12.991524,0.0,12.7185955,0.0,9.655268,0.0,12.536129,0.0,9.662167,0.0,12.151468,0.0,9.507552,0.0,9.726058,0.0,9.236834,0.3878231859883236
0.0,12.275101,0.0,13.050301,0.0,12.365853,0.0,13.034889,0.0,12.774068,0.0,9.626926,0.0,12.695575,0.0,9.746485,0.0,12.232506,0.0,9.5791025,0.0,9.723775,0.0,9.1832,0.2231025854879066
0.0,12.298335,0.0,13.122713,0.0,12.3856,0.0,13.059269,0.0,12.817918,0.0,9.598876,0.0,12.801929,0.0,9.81177,0.0,12.301893,0.0,9.636074,0.0,9.729903,0.0,9.144466,0.1014734500973033
0.0,12.316228,0.0,13.190431,0.0,12.401924,0.0,13.080561,0.0,12.860102,0.0,9.566094,0.0,12.913074,0.0,9.884424,0.0,12.373515,0.0,9.684425,0.0,9.743854,0.0,9.11304,1.3219349457881568
0.0,12.334227,0.0,13.25826,0.0,12.418077,0.0,13.102078,0.0,12.902376,0.0,9.529193,0.0,13.019527,0.0,9.964129,0.0,12.449246,0.0,9.723364,0.0,9.766867,0.0,9.088209,0.4399499582985822
0.0,12.352611,0.0,13.326562,0.0,12.434314,0.0,13.124399,0.0,12.948593,0.0,9.487785,0.0,13.127188,0.0,10.051076,0.0,12.529102,0.0,9.741968,0.0,9.799134,0.0,9.075398,0.2509035307200444
0.0,12.370391,0.0,13.393209,0.0,12.450629,0.0,13.144978,0.0,12.988061,0.0,9.445098,0.0,13.234713,0.0,10.14499,0.0,12.601912,0.0,9.744189,0.0,9.837671,0.0,9.073762,0.1953016402557686
0.0,12.388409,0.0,13.459576,0.0,12.467153,0.0,13.165371,0.0,13.027478,0.0,9.400967,0.0,13.341595,0.0,10.245555,0.0,12.676624,0.0,9.73505,0.0,9.885074,0.0,9.077462,0.1396997497914929
0.0,12.406657,0.0,13.526026,0.0,12.483751,0.0,13.186166,0.0,13.067223,0.0,9.356507,0.0,13.448163,0.0,10.3524065,0.0,12.753056,0.36,9.557249,0.0,9.9412775,0.0,9.086667,0.2661940505977203
0.0,12.424429,0.0,13.591946,0.0,12.500162,0.0,13.207162,0.0,13.107271,0.0,9.312869,0.0,13.553534,0.0,10.465141,0.0,12.8321495,0.0,9.639689,0.0,10.009323,0.0,9.103581,0.256463719766472
0.0,12.445144,0.0,13.657699,0.0,12.518611,0.0,13.226981,0.0,13.146769,0.0,9.271519,0.0,13.658054,0.0,10.588499,0.0,12.912571,0.0,9.60502,0.0,10.080585,0.0,9.122491,0.4177092021128719
0.0,12.461938,0.0,13.719837,0.0,12.534115,0.0,13.245033,0.0,13.187135,0.0,9.232622,0.0,13.760109,0.0,10.707203,0.0,12.992119,0.0,9.5667305,0.0,10.163125,0.0,9.145411,0.5059772032249097
0.0,12.478076,0.0,13.782122,0.0,12.549148,0.0,13.26151,0.0,13.22023,0.0,9.198692,0.0,13.857481,0.0,10.830023,0.0,13.067723,0.0,9.535042,0.0,10.243924,0.0,9.172796,0.5414234083958855
0.0,12.491812,0.0,13.838881,0.0,12.561981,0.0,13.279942,0.0,13.254563,0.0,9.170342,0.0,13.9540415,0.0,10.980996,0.0,13.154173,0.0,9.514898,0.0,10.340553,0.0,9.204407,0.3502919099249375
0.0,12.500364,0.0,13.88843,0.0,12.573388,0.0,13.293662,0.0,13.285962,0.0,9.147322,0.0,14.044063,0.0,11.077682,0.0,13.217868,0.0,9.481436,0.0,10.424864,0.0,9.237485,0.1591604114539894
0.0,12.509077,0.0,13.937278,0.0,12.584825,0.0,13.3075695,0.0,13.317325,0.0,9.130695,0.0,14.130747,0.0,11.1749735,0.0,13.2820425,0.0,9.451308,0.0,10.514005,0.0,9.274553,0.0695023630803447
0.0,12.517951,0.0,13.990685,0.0,12.597223,0.0,13.322641,0.0,13.35071,0.0,9.12021,0.0,14.222466,0.0,11.280302,0.0,13.348171,0.0,9.42618,0.0,10.607748,0.0,9.315012,0.1855713094245204
0.0,12.527282,0.0,14.033591,0.0,12.609117,0.0,13.337116,0.0,13.381958,0.0,9.118257,0.0,14.30678,0.0,11.398808,0.0,13.415722,0.0,9.405719,0.0,10.717958,0.0,9.362873,0.3878231859883236
0.0,12.534727,0.0,14.074547,0.0,12.618357,0.0,13.348455,0.0,13.415606,0.0,9.122593,0.0,14.364832,0.0,11.47925,0.0,13.480206,0.0,9.394247,0.0,10.8121605,0.0,9.415249,0.2606338615512927
0.0,12.542184,0.0,14.115276,0.0,12.627211,0.0,13.3580265,0.0,13.436815,0.0,9.133364,0.0,14.421217,0.0,11.540892,0.0,13.527433,0.0,9.392068,0.0,10.905196,0.0,9.454554,0.3217959410619961
0.0,12.549214,0.0,14.154915,0.0,12.635674,0.0,13.367203,0.0,13.458391,0.0,9.150927,0.0,14.475047,0.0,11.600935,0.0,13.574794,0.0,9.39488,0.0,11.000157,0.0,9.497926,0.0882680011120378
0.0,12.556103,0.0,14.193465,0.0,12.644154,0.0,13.376177,0.0,13.478275,0.0,9.1750765,0.0,14.5266485,0.0,11.660191,0.0,13.61681,0.0,9.401902,0.0,11.084654,0.0,9.539534,0.1814011676396997
0.0,12.56315,0.0,14.231731,0.0,12.653318,0.0,13.386705,0.0,13.499747,0.0,9.205994,0.0,14.581774,0.0,11.741285,0.0,13.662405,0.0,9.413533,0.0,11.17465,0.0,9.579744,0.3704475952182374
0.0,12.57006,0.0,14.272421,0.0,12.661283,0.0,13.394304,0.0,13.516884,0.0,9.244434,0.0,14.624559,0.0,11.780518,0.0,13.698853,0.0,9.42875,0.0,11.258442,0.0,9.62191,0.0173755907700861
0.0,12.577126,0.0,14.3072815,0.0,12.669394,0.0,13.401897,0.0,13.533979,0.0,9.289421,0.0,14.66557,0.0,11.817985,0.0,13.735045,0.0,9.449118,0.0,11.339477,0.0,9.666523,0.1473450097303308
0.0,12.583906,0.0,14.339227,0.0,12.677243,0.0,13.409293,0.0,13.551642,0.0,9.337239,0.0,14.702521,0.0,11.85455,0.0,13.770591,0.0,9.472158,0.0,11.421478,0.0,9.710152,0.0778426466499861
0.0,12.5906925,0.0,14.370964,0.0,12.684832,0.0,13.416681,0.0,13.56845,0.0,9.390807,0.0,14.737505,0.0,11.890203,0.0,13.806973,0.0,9.499893,0.0,11.514821,0.0,9.756639,0.5706144008896302
0.0,12.597485,0.0,14.401384,0.0,12.692565,0.0,13.423872,0.0,13.584607,0.0,9.449403,0.0,14.77083,0.0,11.925814,0.0,13.840076,0.0,9.530198,0.0,11.587032,0.0,9.801329,0.6088407005838199
0.0,12.604287,0.0,14.431589,0.0,12.700172,0.0,13.431251,0.0,13.600521,0.0,9.514039,0.0,14.80298,0.0,11.961364,0.0,13.872896,0.0,9.564089,0.0,11.65966,0.0,9.84772,0.6470670002780095
0.0,12.611246,0.0,14.465042,0.0,12.708197,0.0,13.439207,0.0,13.617192,0.0,9.590361,0.0,14.835991,0.0,12.003762,0.0,13.90724,0.0,9.602066,0.0,11.737548,0.0,9.898027,0.3996385877119822
0.0,12.617916,0.0,14.491605,0.0,12.715684,0.0,13.445995,0.0,13.632417,0.0,9.660611,0.0,14.86501,0.0,12.033981,0.0,13.937641,0.0,9.643213,0.0,11.806644,0.0,9.94335,0.1522101751459549
0.0,12.624888,0.0,14.515996,0.0,12.723181,0.0,13.4529705,0.0,13.647795,0.0,9.733546,0.0,14.892796,0.0,12.06586,0.0,13.971329,0.0,9.693713,0.0,11.885772,0.0,9.995954,0.0799277175423964
0.0,12.632015,0.0,14.538305,0.0,12.730957,0.0,13.460135,0.0,13.663725,0.0,9.802891,0.0,14.918491,0.0,12.096806,0.0,14.000415,0.0,9.740682,0.0,11.954241,0.0,10.046761,0.2224075618571031
0.0,12.639302,0.0,14.561861,0.0,12.739014,0.0,13.468646,0.0,13.682972,0.0,9.889278,0.0,14.942585,0.0,12.124245,0.0,14.031308,0.0,9.7832155,0.0,12.012796,0.0,10.079393,0.3903716059679362
0.0,12.646297,0.0,14.571871,0.0,12.744073,0.0,13.471352,0.0,13.6908865,0.0,9.913965,0.0,14.956022,0.0,12.136231,0.0,14.045586,0.0,9.828952,0.0,12.051526,0.0,10.120875,0.5583356500787693
1.09,12.1545,0.0,14.580842,0.17,12.6813755,0.22,13.371872,0.0,13.699577,0.0,9.937167,0.0,14.965503,0.0,12.14906,0.0,14.059099,0.0,9.866823,0.0,12.078699,0.0,10.140921,0.7262996941896023
3.23,11.013194,0.73,14.255564,2.16,11.802677,1.54,12.617331,14.01,10.254997,0.0,9.957911,0.17,14.948279,0.12,12.058928,5.69,10.89795,0.0,9.90386,0.0,12.109135,0.0,10.158032,0.038921323324993
4.05,10.422877,0.76,14.005459,2.81,11.228294,0.92,12.67866,2.75,10.920544,0.0,9.976114,0.57,14.862181,0.0,12.11878,1.12,11.628364,0.36,9.662242,0.57,11.700023,0.0,10.169699,0.2331804281345565
0.0,11.704994,0.0,14.290179,0.0,12.15802,0.2,12.979547,0.13,11.908291,0.0,9.994465,0.0,14.905764,0.0,12.134389,0.0,12.516061,0.0,9.8610325,0.0,11.899018,0.0,10.181406,0.4274395329441201
0.51,11.625877,0.12,14.295044,0.97,11.851381,0.0,13.133828,0.0,12.124681,0.28,9.79239,7.48,11.863142,1.82,11.13942,0.0,12.728613,0.0,9.919115,0.0,11.964119,0.0,10.194393,0.0305810397553516
0.55,11.744124,0.0,14.40056,1.08,11.8012905,1.11,12.614806,0.0,12.356375,0.0,9.942308,0.0,13.657421,0.0,11.610468,0.0,13.029324,0.0,9.967318,0.0,12.029218,0.0,10.20619,0.7819015846538783
0.0,12.192587,0.0,14.501305,0.0,12.318133,0.0,13.168627,0.0,13.20503,0.0,9.97179,0.16,13.874113,0.0,11.684197,0.0,13.752863,0.0,10.018389,0.0,12.091291,0.0,10.216153,1.7896858493188768
49.39,9.196237,7.7,10.992341,37.37,9.327636,19.8,9.735015,2.01,12.3234215,1.38,9.541248,25.84,11.083688,1.68,10.891558,0.12,13.816429,0.0,10.087664,0.0,12.201842,0.0,10.226147,0.4997219905476787
2.67,9.168897,0.44,12.37518,1.24,9.983019,0.0,11.211365,0.0,13.041199,0.0,9.782488,0.0,10.788133,0.0,11.442016,0.0,13.870679,0.0,10.119088,0.0,12.22311,0.0,10.23554,0.2856547122602169
0.0,9.560357,0.0,12.939623,0.0,10.458637,0.0,11.502745,0.0,13.1181755,0.0,9.804647,0.0,11.323759,0.0,11.597096,0.0,13.8889885,0.0,10.1505575,0.0,12.244347,0.0,10.245589,0.2696691687517376
0.18,10.020602,0.0,13.250967,0.0,10.746045,0.0,11.712826,0.0,13.195314,0.0,9.838558,0.0,11.859978,0.0,11.672289,0.0,13.910715,0.0,10.186496,0.0,12.267183,0.0,10.256926,0.587294968028913
0.0,10.415182,0.0,13.585416,0.0,10.899702,0.0,11.935194,0.0,13.276417,0.0,9.90138,0.0,12.579139,0.0,11.7700205,0.0,13.93053,0.0,10.220281,0.0,12.288354,0.0,10.2689295,0.2078120656102307
0.0,11.716914,0.0,14.31524,0.0,12.155056,0.0,13.062588,0.0,13.4172535,0.0,10.010183,0.0,14.3039665,0.0,11.963963,0.0,13.953455,0.0,10.245422,0.0,12.304617,0.0,10.273364,0.1626355296080066
0.0,11.894463,0.0,14.36132,0.0,12.230045,0.0,13.06786,0.0,13.424671,0.0,10.013898,0.0,14.317677,0.0,11.967425,0.0,13.962404,0.0,10.271452,0.0,12.320858,0.0,10.2778015,0.1174589936057825
0.0,11.909358,0.0,14.36615,0.0,12.236942,0.0,13.073133,0.0,13.432083,0.0,10.0166855,0.0,14.331589,0.0,11.970891,0.0,13.970972,0.0,10.297208,0.0,12.337887,0.0,10.2816105,0.0722824576035585
0.0,11.929051,0.0,14.371336,0.0,12.243742,0.0,13.078411,0.0,13.439283,0.0,10.019479,0.0,14.345086,0.0,11.975219,0.0,13.979871,0.0,10.32385,0.0,12.35408,0.0,10.286057,0.1160689463441757
0.0,11.937855,0.0,14.376136,0.0,12.25068,0.0,13.083689,0.0,13.446684,0.0,10.022276,0.0,14.358782,0.0,11.97868,0.0,13.988744,0.0,10.35019,0.0,12.37025,0.0,10.290511,0.1598554350847928
6.05,9.525731,0.91,13.854315,2.57,11.048393,0.0,13.088969,0.0,13.45408,0.0,10.024139,0.0,14.372063,0.0,11.982142,0.0,13.997234,0.0,10.378033,0.0,12.387201,0.0,10.294967,0.20364192382541
1.07,10.535416,0.18,14.020463,0.5,11.663052,0.0,13.094445,4.59,11.451974,0.0,10.026941,0.0,14.38554,0.0,11.985604,0.0,14.006409,4.66,9.381611,0.0,12.403318,0.0,10.298792,0.5671392827356131
